fir_id,crime_type,severity,status,date,time,area,city,state,lat,lng,crime_description,victim_name,victim_gender,victim_age,victim_contact,victim_email,victim_address
FIR100606,Kidnapping,Critical,Active,2025-12-03,11:44:34,Bhandup Ext Ext,Mumbai,Maharashtra,19.167354367960943,72.93483487149345,Explicabo totam quo doloremque maxime nobis neque architecto aspernatur incidunt.,Kamya Date,Female,68,06545628417,qdave@example.net,"H.No. 95, More Zila, Anand-482308"
FIR100607,Domestic Violence,High,Resolved,2025-12-07,18:25:36,Powai,Mumbai,Maharashtra,19.11660107649784,72.9072166725963,Nihil perferendis officiis eum est iusto animi ab iusto sequi omnis libero fugiat quam mollitia quo.,Jacob Balan,Other,37,7225605313,ekavircontractor@example.org,"86/841, Salvi, Sambalpur-260586"
FIR100608,Cybercrime,Critical,Active,2025-04-05,02:17:36,Colaba,Mumbai,Maharashtra,18.909625951162884,72.81111223543374,Necessitatibus omnis non recusandae id quos itaque magnam provident impedit quisquam.,Pushti Magar,Female,65,00266502374,vrindabhavsar@example.org,"67, Varty Road, Navi Mumbai 306629"
FIR100609,Drug Offense,Critical,Active,2026-01-04,01:58:21,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.13068021742367,72.8350600901212,Molestias accusamus eveniet neque asperiores quos ducimus eius facere quibusdam.,Adya Bose,Other,49,+916787256862,oliver46@example.com,"H.No. 18, Sidhu Zila, Durg-655946"
FIR100610,Theft,Low,Resolved,2025-07-06,15:30:50,Kandivali West Ext,Mumbai,Maharashtra,19.201955500427697,72.8545966431689,Tempore nesciunt excepturi deserunt sapiente deleniti alias eveniet architecto.,Tamanna Vaidya,Other,39,+911022580305,bhavani94@example.org,"327, Kannan Street, Kochi 989022"
FIR100611,Cybercrime,High,Resolved,2025-02-05,14:39:44,Lower Parel,Mumbai,Maharashtra,19.002301356044054,72.83538643063115,Atque impedit optio explicabo ullam provident totam ad illum est autem.,Christopher Tata,Male,76,09067447163,ranasaksham@example.org,"90/065, Sem Road, Suryapet-779541"
FIR100612,Murder,Medium,Pending,2025-04-06,09:30:03,Dadar,Mumbai,Maharashtra,19.018014596387214,72.84498709800324,Voluptate rem inventore illo explicabo non velit excepturi adipisci aperiam.,Jhalak Dugar,Male,24,2823414363,iiyer@example.net,"55, Vohra Ganj, Tinsukia-737815"
FIR100613,Domestic Violence,Low,Resolved,2025-11-09,04:50:38,Ghatkopar East Ext,Mumbai,Maharashtra,19.0809423936508,72.9088457589892,Libero ullam consequuntur dolores consequatur sint laborum magnam repellat sit.,Harshil D’Alia,Other,26,01892392312,singhvarenya@example.org,"90, Mittal Circle, Sasaram 268384"
FIR100614,Drug Offense,High,Pending,2026-01-21,22:23:53,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.12955249438619,72.85125243657853,Voluptatibus dicta veritatis perspiciatis dolor repudiandae beatae.,Yashodhara Agate,Other,62,00432609310,karnikbaljiwan@example.com,"802, Srinivas Nagar, Vijayawada-396121"
FIR100615,Theft,Low,Pending,2025-06-05,03:20:11,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.174941459225163,72.86166752642798,Aspernatur aperiam recusandae minima numquam quas quibusdam explicabo similique perferendis qui sed eum consequuntur reprehenderit.,Advik Konda,Other,18,06843356708,fiyazbir@example.org,"18/812, Zacharia, Navi Mumbai 070669"
FIR100616,Fraud,Medium,Pending,2025-11-26,03:59:40,Dadar Ext,Mumbai,Maharashtra,19.016207901437525,72.84789582062261,Temporibus ipsam et neque doloribus sequi tempora dolor.,Urmi Patla,Other,46,00414545635,cprabhakar@example.net,"H.No. 792, Srivastava Ganj, Giridih 689334"
FIR100617,Drug Offense,Medium,Resolved,2026-01-23,22:40:14,Kurla West Ext Ext,Mumbai,Maharashtra,19.06137409474356,72.88433625744979,Esse sapiente dignissimos voluptatibus autem accusamus modi illo.,Mason Gola,Other,25,+912000534749,riyabarman@example.net,"70/35, Salvi Nagar, Khammam-896833"
FIR100618,Fraud,High,Active,2025-07-05,17:02:36,Andheri East,Mumbai,Maharashtra,19.115073403158192,72.86381260469938,Amet inventore quisquam quos neque ea rerum ad repellendus minus.,Oni Kapur,Other,73,+916247554110,shivanshnadkarni@example.org,"70/773, Garde Zila, Salem 550570"
FIR100619,Domestic Violence,Medium,Pending,2025-12-04,10:47:47,Thane Ext,Mumbai,Maharashtra,19.2263550046515,72.96877679344023,Reiciendis doloribus impedit molestias fuga at alias aliquid architecto corrupti asperiores ducimus molestias ipsum consequatur.,Yuvraj Saha,Female,71,8255598953,duaharita@example.com,"18/799, Varty Ganj, Parbhani 045883"
FIR100620,Burglary,Low,Active,2025-10-14,15:28:36,Cuffe Parade Ext Ext Ext,Mumbai,Maharashtra,18.910602234042855,72.82931989903577,Voluptas aperiam odio iusto ipsum recusandae deleniti quis eligendi non laboriosam.,Anika Brahmbhatt,Other,21,4396112910,inayashere@example.org,"H.No. 14, Behl Chowk, Jamnagar 503687"
FIR100621,Drug Offense,Medium,Active,2025-12-28,19:44:15,Sion,Mumbai,Maharashtra,19.037126997438087,72.86487732263349,Distinctio consectetur accusantium deleniti est libero distinctio.,Jagdish Thakkar,Female,52,3371189547,ramanlajita@example.org,"68/910, Sarma, Tadipatri 802344"
FIR100622,Assault,Low,Resolved,2025-11-08,21:19:21,Ghatkopar East Ext,Mumbai,Maharashtra,19.088244806171378,72.92453631487827,Esse consectetur aliquam facere sit rem eos hic aperiam occaecati.,Praneel Kapoor,Female,76,+918202368485,yashasvi13@example.org,"44/67, Memon, Ahmednagar 640163"
FIR100623,Fraud,Low,Active,2025-12-07,14:41:57,Bandra East Ext,Mumbai,Maharashtra,19.073228909771277,72.85103811914537,Dicta doloremque facilis vero iste esse aliquid iusto.,Nandini Biswas,Other,20,07161768802,gautamisarna@example.org,"37, Joshi Circle, Raichur-572927"
FIR100624,Murder,Medium,Active,2025-05-03,20:49:44,Mulund East Ext,Mumbai,Maharashtra,19.17872601453981,72.95735772632233,Placeat consectetur doloremque vero incidunt similique possimus consectetur assumenda.,Barkha Mukhopadhyay,Other,71,4240903678,pboase@example.net,"68/30, Chakrabarti Street, Karaikudi-423324"
FIR100625,Assault,High,Resolved,2025-05-10,18:14:12,Kurla East,Mumbai,Maharashtra,19.060721031167763,72.90285120851496,Recusandae asperiores minima quisquam tempora nam neque libero mollitia sed iste incidunt.,Gabriel Shan,Female,62,1278686694,naveen28@example.com,"51/854, Kota Circle, Pali 734467"
FIR100626,Vandalism,Critical,Pending,2025-03-29,00:01:32,Goregaon West Ext,Mumbai,Maharashtra,19.151500827033267,72.86186849244052,Ullam sint dolor laboriosam omnis consectetur distinctio modi modi nemo nostrum officia reiciendis.,Jyoti Iyer,Female,57,+912029390878,choudhurydhruv@example.com,"159, Mander Path, Morbi 916170"
FIR100627,Vandalism,Medium,Active,2025-11-28,02:17:01,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.123490252515253,72.82762900899876,Eius labore aliquam facere nesciunt eum qui.,Daksha Kibe,Other,24,8443448123,garaekanta@example.com,"218, Ravel Zila, Baranagar 344760"
FIR100628,Theft,Low,Resolved,2025-10-26,15:30:07,Malad East,Mumbai,Maharashtra,19.18066194068432,72.86662764614412,Ut repellat assumenda qui itaque quam eligendi molestiae tempore adipisci vitae neque illo.,Jyoti Tak,Other,44,+918340242403,dharhemang@example.net,"77/402, Dass, Tumkur 302650"
FIR100629,Burglary,Low,Active,2025-03-09,09:59:18,Goregaon West,Mumbai,Maharashtra,19.163586767796037,72.84980504263436,Quas aliquam occaecati recusandae expedita laborum eum ex deserunt necessitatibus quisquam.,Yatan Dora,Female,18,+918105955184,abeerraj@example.org,"H.No. 836, Sethi Marg, Amravati-666102"
FIR100630,Domestic Violence,Medium,Active,2025-06-24,01:46:12,Kandivali East Ext,Mumbai,Maharashtra,19.203561597385768,72.85715324235125,Odit dolores hic consequuntur facere eius esse deleniti doloremque delectus aspernatur natus dolorum velit dolorem.,Nimrat Bajwa,Female,44,2694500534,ramjagdish@example.org,"420, Dave Street, Muzaffarnagar 998013"
FIR100631,Drug Offense,High,Pending,2025-12-31,21:59:36,Borivali West,Mumbai,Maharashtra,19.232220758706934,72.84784071773305,Sed tempore ab voluptate qui vitae asperiores explicabo itaque omnis delectus placeat.,Hiral Andra,Female,33,+914089164983,borahanmol@example.net,"36/75, Babu, Bhalswa Jahangir Pur-915244"
FIR100632,Kidnapping,High,Active,2025-02-11,01:50:27,Wadala,Mumbai,Maharashtra,19.019516699896595,72.86189668952741,Facere officiis quaerat quidem perferendis eaque vel sed ipsum vel maiores nisi.,Aarav Puri,Male,55,03543962736,sraju@example.net,"H.No. 40, Gala, Sambalpur-174656"
FIR100633,Murder,Low,Resolved,2025-12-26,08:37:05,Andheri West Ext,Mumbai,Maharashtra,19.13093160086581,72.82801931830349,Iste praesentium magnam minima voluptas nesciunt soluta officia tempore consequatur voluptate autem unde.,Hemang Jha,Female,24,02717272239,vsengupta@example.org,"01, Rajagopal Circle, Unnao 631995"
FIR100634,Fraud,Low,Active,2025-07-28,23:53:48,Colaba Ext,Mumbai,Maharashtra,18.90507345928189,72.81020166254027,Iste consequuntur pariatur unde accusantium quidem est.,Oni Swamy,Male,61,02404226931,wkrishna@example.net,"H.No. 92, Sunder Street, Gandhinagar-149003"
FIR100635,Domestic Violence,High,Pending,2025-04-23,11:49:45,Mulund West Ext,Mumbai,Maharashtra,19.158815665016498,72.95353021325676,Voluptates quos eos autem ipsam pariatur modi accusamus.,Lucky Mammen,Other,40,+911637618209,jsrinivas@example.com,"551, Madan Ganj, Rohtak 722883"
FIR100636,Assault,Critical,Pending,2025-04-14,08:53:29,Mulund West Ext Ext,Mumbai,Maharashtra,19.162524504888097,72.95680985022548,Atque suscipit veritatis voluptates mollitia illum aspernatur in veritatis corrupti inventore.,Caleb Kata,Other,58,+916601002314,udarsh24@example.net,"33, Krishnan Zila, Bally 157493"
FIR100637,Vandalism,Medium,Resolved,2025-12-10,02:27:09,Ghatkopar West Ext,Mumbai,Maharashtra,19.089443027114974,72.90425913393388,Error veniam libero possimus natus impedit aspernatur rem voluptatem magnam iure.,Kashish Shanker,Female,76,+919001851327,lipikakurian@example.org,"H.No. 149, Vora Chowk, Giridih-312040"
FIR100638,Murder,Low,Pending,2026-01-18,20:09:25,Ghatkopar East Ext,Mumbai,Maharashtra,19.075978216036916,72.91452003882989,Doloremque culpa iure aliquid eligendi eos ratione.,Girish Tiwari,Other,28,7245723084,ansh64@example.org,"776, Chandran Marg, Faridabad 800187"
FIR100639,Kidnapping,Low,Active,2025-07-24,23:33:48,Jogeshwari West Ext,Mumbai,Maharashtra,19.14209993974901,72.84227093136131,Iure consequatur saepe optio quo necessitatibus nostrum.,Meera Borde,Other,59,8100184186,sharafnirja@example.net,"H.No. 39, Nair Zila, Amritsar-367862"
FIR100640,Drug Offense,High,Pending,2025-06-11,07:16:45,Borivali East,Mumbai,Maharashtra,19.22518502623598,72.85608323594587,Omnis ducimus repellat perspiciatis quidem odit animi reiciendis dolorem voluptatem rem ipsam nisi qui.,Radhika De,Other,70,+910303662543,neelimadass@example.net,"81, Shan Circle, Ranchi 856425"
FIR100641,Theft,Medium,Resolved,2025-05-25,00:39:42,Jogeshwari East Ext Ext Ext,Mumbai,Maharashtra,19.126716533081176,72.83743652919082,Nemo ea sapiente cum iusto eligendi minima autem vel deleniti at incidunt voluptate doloribus dolorum repellendus.,Bishakha Lal,Other,50,6172131451,sathvik66@example.com,"80, Sangha Street, Sambalpur-542306"
FIR100642,Kidnapping,High,Pending,2025-12-11,14:33:47,Kandivali East,Mumbai,Maharashtra,19.20457836625502,72.86463776526257,Porro repellendus atque ratione cumque facilis aspernatur repellendus animi doloribus doloribus quis.,Maya Narain,Male,67,5151092268,csethi@example.com,"302, Sankaran Circle, Thanjavur 522411"
FIR100643,Murder,Medium,Pending,2025-12-01,15:38:34,Bhandup Ext,Mumbai,Maharashtra,19.15734620728459,72.9304717873259,Dicta sapiente explicabo fugit placeat eos voluptas recusandae quos ex fugit.,Sneha Magar,Male,53,09262494514,vpatla@example.com,"H.No. 667, Chauhan Nagar, Aurangabad 599201"
FIR100644,Kidnapping,Medium,Pending,2025-12-31,19:39:59,Kandivali West Ext Ext,Mumbai,Maharashtra,19.21496424943019,72.85160242359682,At officiis culpa commodi reprehenderit ducimus odio beatae saepe tempore odit adipisci.,Falan Jain,Female,54,05410225267,udeol@example.net,"382, Deshmukh Street, Alwar-053922"
FIR100645,Murder,Medium,Resolved,2025-04-25,23:31:20,Malad East Ext Ext Ext,Mumbai,Maharashtra,19.183579785359974,72.85501366208665,Laborum dolorum illo nesciunt amet alias sit.,Ikbal Dugal,Female,58,7119642152,yatankalla@example.net,"H.No. 62, Chandran Nagar, Aurangabad-348433"
FIR100646,Murder,Low,Pending,2025-04-23,10:01:19,Borivali East Ext,Mumbai,Maharashtra,19.222118461769835,72.8465724376748,Asperiores perferendis eaque officia incidunt unde omnis veniam quibusdam.,Nitesh Sengupta,Female,76,+916557676952,robertpatla@example.com,"252, Radhakrishnan Circle, Kakinada 394564"
FIR100647,Cybercrime,Critical,Pending,2025-02-05,13:03:20,Dadar Ext,Mumbai,Maharashtra,19.01515614103687,72.84069999216602,Repellendus natus pariatur et incidunt commodi illum vitae est quisquam necessitatibus nostrum.,Dipta Ray,Other,34,3668788788,pprasad@example.com,"428, Misra Marg, Phagwara 602498"
FIR100648,Fraud,High,Active,2025-10-10,02:34:54,Kurla West Ext,Mumbai,Maharashtra,19.073682581438515,72.88841895123711,Quasi impedit praesentium modi sed eveniet distinctio quis voluptatum et voluptas.,Ishita Johal,Other,52,+916196893135,mayadhaliwal@example.com,"420, Parikh, Junagadh-734985"
FIR100649,Vandalism,Critical,Resolved,2025-04-12,19:00:38,Bhandup Ext Ext Ext,Mumbai,Maharashtra,19.158555416576064,72.93200130834971,Minus quam numquam animi autem sed neque sequi est adipisci reiciendis consequatur expedita.,Darika Sheth,Male,65,+913058721055,sethicharita@example.net,"561, Goel Path, Sambhal-591476"
FIR100650,Cybercrime,High,Pending,2025-06-30,05:25:22,Lower Parel Ext,Mumbai,Maharashtra,19.006021411198407,72.84186083390317,Nihil repudiandae maiores possimus veniam qui occaecati soluta cupiditate maxime excepturi unde.,Jagdish Chana,Male,22,+914728633302,mbehl@example.org,"809, Saha Marg, Vasai-Virar-753369"
FIR100651,Drug Offense,Medium,Resolved,2025-06-03,06:17:59,Goregaon West,Mumbai,Maharashtra,19.170809285945026,72.85226299412939,Et sit quaerat magni nesciunt sunt occaecati iste distinctio ea ratione eos consectetur debitis.,Daksha Baria,Female,65,+912606501917,naksh68@example.com,"H.No. 74, Saraf Marg, Muzaffarpur 389629"
FIR100652,Cybercrime,Low,Pending,2025-05-15,20:53:29,Bandra West,Mumbai,Maharashtra,19.055171225860384,72.84340575642456,Laudantium laboriosam eligendi tenetur natus eaque nesciunt alias incidunt rem aliquid ab necessitatibus soluta.,Falak Divan,Male,49,2025213109,saanvibajwa@example.net,"436, Dora Chowk, Kota 712763"
FIR100653,Burglary,Critical,Pending,2025-12-28,20:37:41,Bandra East,Mumbai,Maharashtra,19.059771211593006,72.84554492204005,Hic molestias commodi qui itaque rem rem libero nisi.,Yuvraj Parekh,Male,20,02272847657,libnigera@example.com,"H.No. 34, Narasimhan Marg, Shahjahanpur-616824"
FIR100654,Burglary,Low,Pending,2025-02-22,07:34:20,Dadar Ext Ext,Mumbai,Maharashtra,19.024733734830523,72.84337314827226,Expedita officiis enim rem accusantium aut commodi suscipit ducimus iusto similique ducimus voluptate quasi nobis.,Yochana Bawa,Male,69,0412009282,neelimahora@example.org,"98/16, Pandya Zila, Orai-168371"
FIR100655,Vandalism,High,Active,2025-11-23,17:55:36,Dadar,Mumbai,Maharashtra,19.015310013832625,72.84709985214121,At ipsa nemo voluptatibus sequi repellendus consequuntur.,Abha Ghosh,Male,64,+916678498436,dnadig@example.org,"H.No. 737, Raghavan Street, Chittoor 014896"
FIR100656,Kidnapping,Low,Active,2025-05-15,21:19:16,Jogeshwari East Ext,Mumbai,Maharashtra,19.13103863773016,72.85775816211103,Quia iusto ipsam corporis veritatis facere vel recusandae provident eos commodi hic animi consectetur animi repudiandae.,Nidhi Sethi,Male,79,+914186236903,vidhimutti@example.net,"26/49, Dalal Ganj, Bhilai-639476"
FIR100657,Fraud,Low,Active,2025-06-12,12:48:56,Dadar,Mumbai,Maharashtra,19.01638578461525,72.85279557703251,Error perferendis nisi vel ea eaque culpa nam facere placeat doloribus at sed nihil eaque impedit.,Girindra Shere,Female,52,02891775662,chatterjeedhruv@example.org,"42/926, Padmanabhan Road, Tiruppur-917299"
FIR100658,Vandalism,Critical,Resolved,2025-10-03,16:15:51,Cuffe Parade,Mumbai,Maharashtra,18.91176631073708,72.82309448894082,Excepturi reiciendis non quibusdam explicabo numquam sapiente quasi soluta cupiditate quam.,Logan Dara,Female,69,+915634111595,anandchatresh@example.com,"694, Buch Circle, Bokaro 649719"
FIR100659,Murder,Medium,Resolved,2025-08-12,13:14:18,Goregaon East Ext,Mumbai,Maharashtra,19.154033564153934,72.86515158631491,Laudantium soluta perspiciatis sint reiciendis ipsa autem dolorem.,David Kapadia,Male,31,+913428113904,munshiishanvi@example.org,"06/833, Kannan Path, Patna-612590"
FIR100660,Assault,Low,Active,2025-07-01,00:56:41,Jogeshwari East Ext,Mumbai,Maharashtra,19.12805242880149,72.8539436207198,Ut eius ad distinctio vitae hic pariatur consectetur harum.,Rudra Rattan,Female,65,+918303419909,tanaymohanty@example.org,"39/949, Bumb Nagar, Kamarhati 443767"
FIR100661,Fraud,Medium,Resolved,2025-10-17,01:48:26,Jogeshwari East Ext Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.111874982806942,72.84976007526173,Illum repellendus quae quisquam eius aliquam quas harum optio aut cum fugiat magnam vero.,Frado Lad,Other,78,00051405468,diya97@example.com,"14/09, Lanka Circle, Ghaziabad-679301"
FIR100662,Fraud,High,Pending,2025-12-20,01:13:36,Goregaon West Ext,Mumbai,Maharashtra,19.159808839206445,72.85691892299128,Expedita vel provident rem minus nobis alias.,Anthony Bhattacharyya,Male,78,+915652156818,parth44@example.org,"H.No. 604, Chacko, Nashik 202886"
FIR100663,Murder,Low,Pending,2025-08-23,18:59:08,Andheri West Ext,Mumbai,Maharashtra,19.127510759047144,72.82743132856295,Perspiciatis excepturi explicabo recusandae ut voluptate veniam ipsam ut in laboriosam.,Sachi Dave,Other,48,+910967904227,maxgade@example.com,"80, Baral Zila, Jalna-134854"
FIR100664,Murder,Critical,Pending,2025-06-04,00:29:03,Andheri West,Mumbai,Maharashtra,19.11680852782963,72.82800411556114,Delectus numquam et eaque tenetur dolorem odit sunt deserunt ratione quaerat.,Garima Das,Female,48,+911332288985,walianimrat@example.org,"H.No. 353, Sandal Zila, Morena 791386"
FIR100665,Theft,High,Active,2026-01-26,14:21:27,Borivali West,Mumbai,Maharashtra,19.230389299633256,72.8442058075746,Vitae non quo neque aspernatur vero blanditiis accusamus fugit laudantium quidem architecto deserunt occaecati dolorum.,Triya Bedi,Female,34,02545960633,smand@example.org,"H.No. 71, Tandon Zila, Kurnool 194024"
FIR100666,Vandalism,High,Resolved,2025-02-06,11:02:47,Mulund West Ext Ext,Mumbai,Maharashtra,19.15859767286115,72.9550351934988,Harum soluta pariatur fugit ratione rerum dolor libero facere explicabo dolorum voluptas explicabo a necessitatibus.,Rachita Rana,Other,77,9129710248,dinsai@example.org,"881, Chanda Road, Mira-Bhayandar-452719"
FIR100667,Murder,Critical,Active,2025-03-12,03:03:36,Bhandup,Mumbai,Maharashtra,19.14775221772106,72.94130605717214,Aperiam iste adipisci repellat voluptates amet numquam sapiente iusto sed.,Ayushman Raja,Female,41,+917175242149,deshmukhlakshmi@example.com,"85, Rai Chowk, Haldia-913810"
FIR100668,Burglary,Low,Resolved,2026-01-02,20:49:59,Bhandup Ext,Mumbai,Maharashtra,19.156818600583087,72.93070902256926,Autem consectetur labore deserunt veniam velit quia maxime amet voluptatem.,Orinder Pandya,Male,69,05112747472,ksood@example.org,"16/19, Gara Road, Saharanpur-540131"
FIR100669,Drug Offense,Low,Pending,2025-05-08,12:20:28,Goregaon East Ext,Mumbai,Maharashtra,19.154454362464772,72.86618568573098,Placeat iste totam fuga odit tempora ad corrupti molestias.,Rachit Maharaj,Other,40,+919705466927,ridhi99@example.org,"H.No. 06, Sant, Munger 684552"
FIR100670,Assault,High,Active,2025-04-06,00:20:23,Mulund West Ext Ext,Mumbai,Maharashtra,19.167742076383988,72.94938633219162,A animi corrupti adipisci omnis labore sit.,Sanaya Dixit,Male,35,08955168740,fbahri@example.net,"74/102, Mandal Path, Amritsar 989948"
FIR100671,Vandalism,Low,Resolved,2025-09-09,18:33:13,Thane,Mumbai,Maharashtra,19.21911622292989,72.97344911552656,Minima sapiente voluptate expedita doloribus voluptatum praesentium necessitatibus quo.,Yatan Merchant,Other,67,0380214629,harinakshi15@example.org,"94, Kant Circle, Ludhiana 195675"
FIR100672,Domestic Violence,Medium,Resolved,2025-05-10,13:48:48,Goregaon West Ext Ext,Mumbai,Maharashtra,19.159517013774074,72.8543269242379,Doloremque asperiores eveniet nulla quod numquam quam veniam beatae.,Nisha Srinivas,Female,71,01367157787,krishnamital@example.net,"H.No. 58, Dhingra Road, Sultan Pur Majra-726625"
FIR100673,Burglary,Critical,Pending,2025-02-10,20:53:08,Lower Parel Ext,Mumbai,Maharashtra,19.002638035223647,72.84156192949331,Ipsum numquam deserunt deserunt reprehenderit mollitia modi recusandae sint suscipit eligendi architecto.,Gagan Mammen,Other,31,+911216636515,hdoctor@example.net,"H.No. 460, Bajaj Chowk, Gwalior-413068"
FIR100674,Kidnapping,Medium,Active,2025-03-10,08:20:41,Kandivali West Ext Ext,Mumbai,Maharashtra,19.210198683128223,72.85078683104318,Accusamus veritatis quasi commodi dolore ad ipsam numquam incidunt officiis maiores quos.,Laksh Saini,Other,67,09737147082,ekanimaster@example.net,"H.No. 08, Chauhan Chowk, Delhi-689041"
FIR100675,Murder,Low,Active,2025-09-15,14:02:26,Kurla East,Mumbai,Maharashtra,19.068187762537573,72.89600679584711,Exercitationem molestiae veniam a excepturi quidem esse aliquam nulla tenetur debitis dolorum.,Zaid Bahl,Male,32,02359096056,pantwarda@example.org,"20/76, Handa Street, Bhilai-223282"
FIR100676,Domestic Violence,High,Active,2025-07-14,00:12:59,Bhandup,Mumbai,Maharashtra,19.148824960659727,72.93244971662118,Numquam perspiciatis consectetur debitis inventore excepturi molestiae commodi quisquam consequatur est voluptas dolorem.,Jagrati Srinivasan,Female,32,03030644212,xgara@example.com,"24/08, Sinha Road, Bhatpara-599940"
FIR100677,Murder,Critical,Pending,2025-06-10,11:11:56,Borivali East,Mumbai,Maharashtra,19.227530503916004,72.8559903876793,Earum optio totam placeat porro tenetur corporis laborum harum optio ut non dicta nemo enim.,Hemangini Thakkar,Male,23,+914614768342,yochanamammen@example.net,"H.No. 084, D’Alia Chowk, Serampore 135053"
FIR100678,Fraud,Low,Active,2025-11-05,10:31:45,Goregaon West,Mumbai,Maharashtra,19.17024094302533,72.84997478556751,Quos ullam quaerat suscipit ipsum voluptas ipsam tempora nam soluta in magni rerum.,Lipika Madan,Female,44,+911654235677,surieiravati@example.org,"289, Amble Street, Ramagundam 578097"
FIR100679,Burglary,Low,Pending,2025-11-28,00:03:19,Malad East,Mumbai,Maharashtra,19.180864565131504,72.8603961437334,Minus ipsum nulla vero assumenda hic repellat ipsa odit voluptatem enim at.,Atharv Nagar,Male,32,2659608931,kharedamini@example.com,"801, Mital Nagar, Tumkur-341952"
FIR100680,Fraud,High,Pending,2025-05-28,01:46:15,Kurla West Ext,Mumbai,Maharashtra,19.07071905791803,72.88513067163674,Numquam officiis ipsum nostrum et iste amet vitae eius distinctio sapiente inventore eaque perferendis.,Ayushman Mand,Other,67,9925502727,vsant@example.org,"H.No. 78, Sha Marg, Warangal 218893"
FIR100681,Theft,High,Pending,2025-07-15,16:16:23,Jogeshwari West,Mumbai,Maharashtra,19.14449447993957,72.83861592999958,Maxime corporis tempora voluptatem voluptates ipsa accusamus ipsam eos laboriosam nihil harum architecto magni ipsum hic.,Urmi Wagle,Male,53,01648072791,tara15@example.net,"578, Karan Nagar, Proddatur 213974"
FIR100682,Fraud,Medium,Resolved,2025-09-19,16:03:19,Andheri West,Mumbai,Maharashtra,19.122403655030066,72.83068319500008,Debitis inventore possimus nihil quidem rerum quo velit dolore voluptas quam iusto dignissimos exercitationem libero consequuntur.,Viraj Dutta,Female,72,+913368296353,deadvaith@example.net,"90/55, Naidu Circle, Kumbakonam-994084"
FIR100683,Theft,Critical,Active,2025-08-13,20:47:26,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.126364586818887,72.83216181345448,Tempora voluptatibus voluptates culpa dolorum ad quos itaque magni nemo ratione beatae doloremque.,Yug Khosla,Female,25,+919055044817,mittallajita@example.org,"96, Bawa, Secunderabad-898606"
FIR100684,Theft,Critical,Active,2025-03-12,06:03:04,Jogeshwari East Ext,Mumbai,Maharashtra,19.130373295963285,72.8535240157091,Delectus quod fugit ab molestiae quam a sit totam repellat distinctio.,Daksh Kanda,Other,32,7665586851,yrai@example.org,"56, Khosla Chowk, Bidhannagar 570165"
FIR100685,Domestic Violence,High,Pending,2025-06-25,21:59:35,Ghatkopar East,Mumbai,Maharashtra,19.076046801090573,72.9184975152292,Aliquid veritatis adipisci temporibus eaque reprehenderit voluptate reprehenderit illo omnis commodi maiores inventore vel eaque suscipit.,Isha Ghose,Female,20,+917652892866,keya55@example.net,"13, Biswas Marg, Dharmavaram-253084"
FIR100686,Murder,Medium,Pending,2026-01-11,04:14:48,Mulund West,Mumbai,Maharashtra,19.172611303032586,72.94551445776223,Voluptatum ipsam quam ipsam vitae qui reiciendis incidunt ad earum fugiat rerum ratione dolorum ipsum voluptatibus.,Warjas Nadkarni,Male,79,06491111096,tray@example.com,"69/929, Merchant Marg, Barasat-725084"
FIR100687,Kidnapping,Critical,Active,2025-09-07,23:38:32,Goregaon East,Mumbai,Maharashtra,19.162461358977534,72.86952093576905,Quasi aspernatur sint laborum est veniam deserunt nam assumenda quas repudiandae.,Ayaan Pandey,Other,64,+917981789046,hirallal@example.net,"24/234, Agrawal Circle, Panipat-724155"
FIR100688,Fraud,High,Pending,2025-04-10,04:42:51,Cuffe Parade Ext,Mumbai,Maharashtra,18.9131555258269,72.82488086617606,Dolores tenetur itaque delectus aspernatur facere labore laudantium error ab eveniet voluptas.,Raghav Tailor,Female,30,+913786137157,vrindamanda@example.com,"15/85, Shanker Path, Bhimavaram-627960"
FIR100689,Burglary,Low,Active,2025-05-05,06:23:26,Thane,Mumbai,Maharashtra,19.2218503020162,72.97435486296799,Ipsa commodi corrupti quis quam esse earum laudantium facere doloremque aperiam autem quasi magnam.,Parth Swaminathan,Female,58,06053844446,senguptafrado@example.net,"570, Kala Ganj, Asansol-945231"
FIR100690,Theft,Critical,Resolved,2025-02-13,12:02:18,Powai,Mumbai,Maharashtra,19.11677075809211,72.90832771419666,Cupiditate dignissimos ducimus nemo aspernatur cum dignissimos dolor sit rerum minima sapiente ullam commodi.,Gautam Bhalla,Male,51,3060002589,yashodhara10@example.org,"63/04, Dey Nagar, Katni 991721"
FIR100691,Murder,Medium,Pending,2025-10-29,18:39:53,Jogeshwari East Ext Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.10340417479192,72.85042232487767,Quos accusamus praesentium commodi similique consequuntur possimus enim earum maiores ullam expedita iste recusandae architecto.,Theodore Bahri,Male,41,05296386396,kibefalan@example.org,"922, Mittal Nagar, Vellore-821539"
